KIH78_RS09595	KIH78_RS09595
KIH78_RS10230	KIH78_RS10230
KIH78_RS04060	KIH78_RS04060
K9N66_RS06340	K9N66_RS06340
K9N66_RS08365	K9N66_RS08365
K9N66_RS09280	K9N66_RS09280
K9N66_RS14585	K9N66_RS14585
FFM57_RS09785	FFM57_RS09785
FFM57_RS01780	FFM57_RS01780
FFM57_RS05890	FFM57_RS05890
FFM57_RS07425	FFM57_RS07425
FFM57_RS09135	FFM57_RS09135
UAU_RS09080	UAU_RS09080
UAU_RS09795	UAU_RS09795
UAU_RS10640	UAU_RS10640
UAU_RS14025	UAU_RS14025
UAU_RS27900	UAU_RS27900
UAU_RS27035	UAU_RS27035
UAU_RS24125	UAU_RS24125
UAU_RS25985	UAU_RS25985
UAU_RS26330	UAU_RS26330
UC3_RS18570	UC3_RS18570
UC3_RS08015	UC3_RS08015
UC3_RS18180	UC3_RS18180
UC3_RS10300	UC3_RS10300
RV14_RS06015	RV14_RS06015
RV14_RS07595	RV14_RS07595
RV14_RS08745	RV14_RS08745
CK496_RS11190	CK496_RS11190
BQ5341_RS07315	BQ5341_RS07315
BQ5341_RS09460	BQ5341_RS09460
BCR21_RS17085	BCR21_RS17085
BCR21_RS09325	BCR21_RS09325
BCR21_RS13740	BCR21_RS13740
I591_RS06260	I591_RS06260
I591_RS07700	I591_RS07700
I591_RS10075	I591_RS10075
CC204_RS21110	CC204_RS21110
CC204_RS09385	CC204_RS09385
CC204_RS12065	CC204_RS12065
Hs30E_RS00375	Hs30E_RS00375
Hs30E_RS01850	Hs30E_RS01850
Hs30E_RS02765	Hs30E_RS02765
Hs30E_RS05635	Hs30E_RS05635
Hs30E_RS06795	Hs30E_RS06795
Hs30E_RS07520	Hs30E_RS07520
BU202_RS10605	BU202_RS10605
BU202_RS02860	BU202_RS02860
BU202_RS08710	BU202_RS08710
E5983_RS03120	E5983_RS03120
E5983_RS09545	E5983_RS09545
E5983_RS00635	E5983_RS00635
E5983_RS07325	E5983_RS07325
E5983_RS08075	E5983_RS08075
G573_RS11530	G573_RS11530
A3GU_RS09895	A3GU_RS09895
A3GU_RS09725	A3GU_RS09725
DYE66_RS01495	DYE66_RS01495
DYE66_RS08125	DYE66_RS08125
DYE66_RS09770	DYE66_RS09770
H7680_RS03460	H7680_RS03460
A3GW_RS0102985	A3GW_RS0102985
A3GW_RS0107215	A3GW_RS0107215
A3GW_RS0109790	A3GW_RS0109790
BLR40_RS02785	BLR40_RS02785
I2437_RS05125	I2437_RS05125
DQL21_RS00265	DQL21_RS00265
DQL21_RS05515	DQL21_RS05515
A2G56_RS02000	A2G56_RS02000
A2G56_RS04965	A2G56_RS04965
A2G56_RS10775	A2G56_RS10775
A2G56_RS07905	A2G56_RS07905
BLQ04_RS08010	BLQ04_RS08010
BLQ04_RS06845	BLQ04_RS06845
BLQ04_RS11990	BLQ04_RS11990
BLQ04_RS00385	BLQ04_RS00385
BLQ04_RS02930	BLQ04_RS02930
BLQ04_RS12225	BLQ04_RS12225
EAF07_RS06715	EAF07_RS06715
EAF07_RS10655	EAF07_RS10655
EAF07_RS01435	EAF07_RS01435
EAF07_RS02005	EAF07_RS02005
EAF07_RS03300	EAF07_RS03300
EAF07_RS04360	EAF07_RS04360
BFM96_RS00685	BFM96_RS00685
BFM96_RS02500	BFM96_RS02500
BFM96_RS10810	BFM96_RS10810
BFM96_RS06315	BFM96_RS06315
BFM96_RS11260	BFM96_RS11260
BFM96_RS10485	BFM96_RS10485
DYA54_RS12900	DYA54_RS12900
DYA54_RS00500	DYA54_RS00500
DYA54_RS12935	DYA54_RS12935
DYA54_RS02205	DYA54_RS02205
DYA54_RS07510	DYA54_RS07510
DYA54_RS12140	DYA54_RS12140
G574_RS0103420	G574_RS0103420
G574_RS0106935	G574_RS0106935
STRIC_RS12815	STRIC_RS12815
STRIC_RS09395	STRIC_RS09395
STRIC_RS11565	STRIC_RS11565
STRIC_RS06480	STRIC_RS06480
STRIC_RS01555	STRIC_RS01555
DXB95_RS00965	DXB95_RS00965
I6H76_RS00940	I6H76_RS00940
I6H76_RS10055	I6H76_RS10055
K1I61_RS00710	K1I61_RS00710
K1I61_RS05955	K1I61_RS05955
A0G_RS00205	A0G_RS00205
A0G_RS05950	A0G_RS05950
DQN42_RS01415	DQN42_RS01415
DQN42_RS07660	DQN42_RS07660
D7D50_RS04735	D7D50_RS04735
KQ224_RS00460	KQ224_RS00460
KQ224_RS03585	KQ224_RS03585
KQ224_RS06880	KQ224_RS06880
KQ224_RS09010	KQ224_RS09010
SPSF3K_RS02725	SPSF3K_RS02725
SPSF3K_RS11385	SPSF3K_RS11385
E8M05_RS11445	E8M05_RS11445
E8M05_RS06045	E8M05_RS06045
E8M05_RS11590	E8M05_RS11590
AT575_RS00260	AT575_RS00260
AT575_RS02885	AT575_RS02885
AT575_RS05745	AT575_RS05745
AT575_RS10635	AT575_RS10635
AT575_RS08495	AT575_RS08495
EHW89_RS01090	EHW89_RS01090
EHW89_RS06380	EHW89_RS06380
HMPREF9180_RS10300	HMPREF9180_RS10300
FRX57_RS01195	FRX57_RS01195
FRX57_RS07605	FRX57_RS07605
AKK44_RS04270	AKK44_RS04270
AKK44_RS06340	AKK44_RS06340
AKK44_RS01530	AKK44_RS01530
AKK44_RS08435	AKK44_RS08435
C0J00_RS04855	C0J00_RS04855
G575_RS0102080	G575_RS0102080
G575_RS0103560	G575_RS0103560
G575_RS0105555	G575_RS0105555
G575_RS0107535	G575_RS0107535
G575_RS12005	G575_RS12005
G575_RS0110375	G575_RS0110375
SPNHU17_RS00630	SPNHU17_RS00630
SPNHU17_RS10865	SPNHU17_RS10865
SPNHU17_RS03420	SPNHU17_RS03420
SPNHU17_RS04840	SPNHU17_RS04840
SPNHU17_RS06395	SPNHU17_RS06395
SPNHU17_RS07875	SPNHU17_RS07875
SPNHU17_RS09175	SPNHU17_RS09175
SPNHU17_RS10515	SPNHU17_RS10515
G576_RS12030	G576_RS12030
G576_RS13655	G576_RS13655
G576_RS0111730	G576_RS0111730
G576_RS12155	G576_RS12155
G576_RS0104800	G576_RS0104800
G576_RS0105955	G576_RS0105955
G576_RS13580	G576_RS13580
G576_RS0108775	G576_RS0108775
FGL20_RS01765	FGL20_RS01765
FGL20_RS05850	FGL20_RS05850
SPPN_RS00230	SPPN_RS00230
SPPN_RS01035	SPPN_RS01035
SPPN_RS02450	SPPN_RS02450
SPPN_RS13125	SPPN_RS13125
SPPN_RS12000	SPPN_RS12000
SPPN_RS06035	SPPN_RS06035
SPPN_RS12255	SPPN_RS12255
SPPN_RS13505	SPPN_RS13505
SPPN_RS10300	SPPN_RS10300
EL147_RS00115	EL147_RS00115
EL147_RS10685	EL147_RS10685
EL147_RS04030	EL147_RS04030
DQM35_RS09005	DQM35_RS09005
DQM35_RS03165	DQM35_RS03165
DQM35_RS08945	DQM35_RS08945
DQM35_RS08665	DQM35_RS08665
FY406_RS10385	FY406_RS10385
FY406_RS06615	FY406_RS06615
FY406_RS09285	FY406_RS09285
CHF41_RS04095	CHF41_RS04095
CHF41_RS06010	CHF41_RS06010
CHF41_RS08480	CHF41_RS08480
E5S68_RS00575	E5S68_RS00575
E5S68_RS10615	E5S68_RS10615
E5S68_RS10535	E5S68_RS10535
SR187_RS00990	SR187_RS00990
SR187_RS03635	SR187_RS03635
SR187_RS04740	SR187_RS04740
SR187_RS06015	SR187_RS06015
SR187_RS08390	SR187_RS08390
SR187_RS09450	SR187_RS09450
HV374_RS03170	HV374_RS03170
HV374_RS06065	HV374_RS06065
HV374_RS07690	HV374_RS07690
HV374_RS09435	HV374_RS09435
JOC31_RS01655	JOC31_RS01655
JOC31_RS04295	JOC31_RS04295
JOC31_RS06295	JOC31_RS06295
JOC31_RS08805	JOC31_RS08805
HMPREF9390_RS10450	HMPREF9390_RS10450
HMPREF9390_RS08150	HMPREF9390_RS08150
HMPREF9390_RS06210	HMPREF9390_RS06210
HMPREF9390_RS03315	HMPREF9390_RS03315
HMPREF9390_RS01300	HMPREF9390_RS01300
FJR77_RS01120	FJR77_RS01120
FJR77_RS08695	FJR77_RS08695
FJR77_RS10280	FJR77_RS10280
FJR77_RS07015	FJR77_RS07015
SSIN_RS00105	SSIN_RS00105
SSIN_RS02335	SSIN_RS02335
SSIN_RS04095	SSIN_RS04095
SSIN_RS08865	SSIN_RS08865
SSIN_RS10530	SSIN_RS10530
DK182_RS01640	DK182_RS01640
DK182_RS10590	DK182_RS10590
DK182_RS04670	DK182_RS04670
DK182_RS06015	DK182_RS06015
DK182_RS07805	DK182_RS07805
DK182_RS10555	DK182_RS10555
SSUBM407_RS00400	SSUBM407_RS00400
SSUBM407_RS02425	SSUBM407_RS02425
SSUBM407_RS04345	SSUBM407_RS04345
SSUBM407_RS10765	SSUBM407_RS10765
SSUBM407_RS07015	SSUBM407_RS07015
SSUBM407_RS08630	SSUBM407_RS08630
SSUBM407_RS10545	SSUBM407_RS10545
FJN11_RS03345	FJN11_RS03345
FJN11_RS08300	FJN11_RS08300
H0506_RS00490	H0506_RS00490
H0506_RS09445	H0506_RS09445
H0506_RS02540	H0506_RS02540
H0506_RS03280	H0506_RS03280
H0506_RS09360	H0506_RS09360
H0506_RS09655	H0506_RS09655
H0506_RS06275	H0506_RS06275
H0506_RS07260	H0506_RS07260
H0506_RS07835	H0506_RS07835
H0506_RS08925	H0506_RS08925
A3IA_RS13195	A3IA_RS13195
A3IA_RS0102115	A3IA_RS0102115
A3IA_RS11830	A3IA_RS11830
A3IA_RS13315	A3IA_RS13315
A3IA_RS0107980	A3IA_RS0107980
A3IA_RS0110335	A3IA_RS0110335
BQ2679_RS05655	BQ2679_RS05655
BQ2679_RS10860	BQ2679_RS10860
BQ2679_RS06155	BQ2679_RS06155
BQ2679_RS07240	BQ2679_RS07240
BQ2679_RS08800	BQ2679_RS08800
BQ2679_RS02370	BQ2679_RS02370
SRT_RS00550	SRT_RS00550
SRT_RS01410	SRT_RS01410
SRT_RS02520	SRT_RS02520
SRT_RS03500	SRT_RS03500
SRT_RS04595	SRT_RS04595
SRT_RS10675	SRT_RS10675
SRT_RS10785	SRT_RS10785
SRT_RS05945	SRT_RS05945
SRT_RS07005	SRT_RS07005
SRT_RS10485	SRT_RS10485
SRT_RS09135	SRT_RS09135
SRT_RS09985	SRT_RS09985
DYA22_RS02025	DYA22_RS02025
DYA22_RS04110	DYA22_RS04110
AB656_RS07785	AB656_RS07785
AB656_RS04365	AB656_RS04365
CRD60_RS09005	CRD60_RS09005
CRD60_RS08835	CRD60_RS08835
CRD60_RS04105	CRD60_RS04105
CRD60_RS08420	CRD60_RS08420
GFD25_RS03440	GFD25_RS03440
GFD25_RS12025	GFD25_RS12025
BFAL_RS11455	BFAL_RS11455
BFAL_RS05395	BFAL_RS05395
EHS19_RS07565	EHS19_RS07565
EHS19_RS09770	EHS19_RS09770
BL8807_RS00390	BL8807_RS00390
BL8807_RS08480	BL8807_RS08480
F7D09_RS11125	F7D09_RS11125
F7D09_RS08795	F7D09_RS08795
F7D09_RS10980	F7D09_RS10980
BLLJ_RS11040	BLLJ_RS11040
BLLJ_RS05175	BLLJ_RS05175
G478_RS0100235	G478_RS0100235
G478_RS0105470	G478_RS0105470
JS528_RS10650	JS528_RS10650
JS528_RS06490	JS528_RS06490
CUU80_RS01810	CUU80_RS01810
JMG81_RS05090	JMG81_RS05090
JMG81_RS05830	JMG81_RS05830
JMG81_RS06295	JMG81_RS06295
JMG81_RS06850	JMG81_RS06850
JMG81_RS07665	JMG81_RS07665
JMG81_RS08155	JMG81_RS08155
JMG81_RS08760	JMG81_RS08760
JMG81_RS09405	JMG81_RS09405
JMG81_RS10025	JMG81_RS10025
JMG81_RS10515	JMG81_RS10515
JMG81_RS11465	JMG81_RS11465
JMG81_RS12360	JMG81_RS12360
JMG81_RS12980	JMG81_RS12980
JMG81_RS13440	JMG81_RS13440
GYM71_RS02070	GYM71_RS02070
GYM71_RS05820	GYM71_RS05820
GYM71_RS06565	GYM71_RS06565
GYM71_RS08295	GYM71_RS08295
GYM71_RS10030	GYM71_RS10030
FFA26_RS03035	FFA26_RS03035
FFA26_RS04990	FFA26_RS04990
FFA26_RS06480	FFA26_RS06480
FFA26_RS09705	FFA26_RS09705
BN53_RS09640	BN53_RS09640
BN53_RS09945	BN53_RS09945
BN53_RS09610	BN53_RS09610
BN53_RS03000	BN53_RS03000
BN53_RS02560	BN53_RS02560
BN53_RS02270	BN53_RS02270
BN53_RS09805	BN53_RS09805
BN53_RS00745	BN53_RS00745
FYJ62_RS01050	FYJ62_RS01050
FYJ62_RS05985	FYJ62_RS05985
FYJ62_RS06750	FYJ62_RS06750
FYJ62_RS07505	FYJ62_RS07505
FYJ62_RS08470	FYJ62_RS08470
FYJ62_RS09150	FYJ62_RS09150
FYJ62_RS02370	FYJ62_RS02370
FYJ62_RS10685	FYJ62_RS10685
FYJ62_RS10380	FYJ62_RS10380
FYJ62_RS04220	FYJ62_RS04220
H628_RS07740	H628_RS07740
H628_RS07165	H628_RS07165
H628_RS0103410	H628_RS0103410
LrDSM24759_RS07695	LrDSM24759_RS07695
LrDSM24759_RS02455	LrDSM24759_RS02455
LrDSM24759_RS04170	LrDSM24759_RS04170
LrDSM24759_RS05770	LrDSM24759_RS05770
IV40_RS00475	IV40_RS00475
IV40_RS01160	IV40_RS01160
IV40_RS02535	IV40_RS02535
IV40_RS02840	IV40_RS02840
IV40_RS03615	IV40_RS03615
IV40_RS04430	IV40_RS04430
IV40_RS05435	IV40_RS05435
IV40_RS06585	IV40_RS06585
IV40_RS10750	IV40_RS10750
IV40_RS08760	IV40_RS08760
IV40_RS10845	IV40_RS10845
H1A07_RS00610	H1A07_RS00610
H1A07_RS02750	H1A07_RS02750
H1A07_RS04255	H1A07_RS04255
H1A07_RS05370	H1A07_RS05370
H1A07_RS07305	H1A07_RS07305
H1A07_RS09270	H1A07_RS09270
H1A07_RS09490	H1A07_RS09490
H1A07_RS09730	H1A07_RS09730
CS873_RS00120	CS873_RS00120
CS873_RS00740	CS873_RS00740
CS873_RS01805	CS873_RS01805
CS873_RS08090	CS873_RS08090
CS873_RS03460	CS873_RS03460
CS873_RS04260	CS873_RS04260
CS873_RS05350	CS873_RS05350
CS873_RS08145	CS873_RS08145
CS873_RS07300	CS873_RS07300
C1710_RS00840	C1710_RS00840
C1710_RS02310	C1710_RS02310
C1710_RS04190	C1710_RS04190
C1710_RS06445	C1710_RS06445
C1710_RS08035	C1710_RS08035
H4B44_RS11035	H4B44_RS11035
H4B44_RS03945	H4B44_RS03945
H4B44_RS05790	H4B44_RS05790
H4B44_RS08835	H4B44_RS08835
H4B44_RS09470	H4B44_RS09470
EJK17_RS00105	EJK17_RS00105
EJK17_RS11355	EJK17_RS11355
EJK17_RS02230	EJK17_RS02230
EJK17_RS03295	EJK17_RS03295
EJK17_RS04500	EJK17_RS04500
EJK17_RS05280	EJK17_RS05280
EJK17_RS06850	EJK17_RS06850
